hanzi,pinyin,english,page
少量,shǎoliàng,a small amount,122
少有,shǎoyǒu,rare; few and far between,122
少林寺,Shàolín Sì,Shaolin Temple,122
少女,shàonǚ,girl,122
奢侈,shēchǐ,luxurious,122
奢望,shēwàng,v. to entertain extravagant hopes; n. extravagant hopes,122
设,shè,to establish; to work out,122
设定,shèdìng,to set up,122
设法,shèfǎ,to try; to make an attempt,122
社会主义,shèhuì zhǔyì,socialism,122
社交,shèjiāo,social contact,122
社论,shèlùn,editorial,122
社团,shètuán,community,122
涉嫌,shèxián,to be suspected of,122
摄氏度,shèshìdù,Celsius,122
谁知道,shéi zhīdào,Who would have imagined…?,122
申办,shēnbàn,to apply for,122
申报,shēnbào,to declare,122
申领,shēnlǐng,to apply for,122
伸手,shēnshǒu,to stretch out one's hand,122
伸缩,shēnsuō,to be flexible; to be adjustable,122
伸张,shēnzhāng,"to uphold (justice, virtue, etc.)",122
身不由己,shēnbùyóujǐ,involuntary,123
身价,shēnjià,social status,123
身躯,shēnqū,body,123
身心,shēnxīn,body and mind,123
身影,shēnyǐng,figure; form,123
身子,shēnzi,body,123
绅士,shēnshì,gentleman,123
深奥,shēn'ào,profound,123
深切,shēnqiè,deep; heartfelt,123
深情,shēnqíng,n. deep feeling; adj. affectionate,123
深入人心,shēnrùrénxīn,to have a real impact on the people,123
深受,shēnshòu,to receive in no small measure,123
深思,shēnsī,to think deeply about,123
深信,shēnxìn,to be deeply convinced,123
深夜,shēnyè,late at night,123
深远,shēnyuǎn,far-reaching,123
神气,shén∙qì,n. expression; adj. spirited,123
神圣,shénshèng,sacred,123
神态,shéntài,expression; manner,123
神仙,shén∙xiān,immortal; supernatural being,123
审,shěn,to try (in court); to investigate,123
审定,shěndìng,to review and finalize,123
审核,shěnhé,to verify and check,123
审美,shěnměi,to appreciate the beauty,123
审判,shěnpàn,to bring to trial,123
审批,shěnpī,to examine and approve,123
审视,shěnshì,to scrutinize,123
肾,shèn,kidney,123
甚至于,shènzhìyú,even,123
渗,shèn,to infiltrate; to permeate,123
渗透,shèntòu,to penetrate,124
慎重,shènzhòng,careful,124
升温,shēngwēn,to heat up; (of temperature) to rise,124
生机,shēngjī,vitality,124
生理,shēnglǐ,physiology,124
生命线,shēngmìngxiàn,lifeline,124
生怕,shēngpà,for fear that; lest,124
生平,shēngpíng,all one's life,124
生前,shēngqián,during one's lifetime,124
生死,shēngsǐ,n. life and death; adj. related to one's life,124
生态,shēngtài,ecology,124
生物,shēngwù,biology,124
生效,shēngxiào,to take effect,124
生涯,shēngyá,career,124
生硬,shēngyìng,stiff; awkward,124
生育,shēngyù,to give birth to,124
声称,shēngchēng,to claim,124
声望,shēngwàng,prestige,124
声誉,shēngyù,reputation,124
牲畜,shēngchù,livestock,124
绳子,shéngzi,rope,124
省略,shěnglüè,to omit,124
省事,shěngshì,to save trouble,124
圣贤,shèngxián,sage,124
胜出,shèngchū,to come out on top,124
胜任,shèngrèn,to be competent,124
盛大,shèngdà,grand,124
盛会,shènghuì,grand event,124
盛开,shèngkāi,to be in full bloom,124
盛气凌人,shèngqìlíngrén,domineering,124
剩余,shèngyú,to have surplus; to be left over,125
尸体,shītǐ,corpse,125
失传,shīchuán,to be lost to time; to die out,125
失控,shīkòng,to be out of control,125
失利,shīlì,to suffer a setback,125
失恋,shīliàn,to lose one's love; to break up,125
失灵,shīlíng,to be out of working order,125
失落,shīluò,v. to lose; adj. disappointed; feel abandonded,125
失眠,shīmián,insomnia,125
失明,shīmíng,to go blind,125
失效,shīxiào,to lose efficacy; to no longer be in force,125
失业率,shīyèlǜ,unemployment rate,125
失踪,shīzōng,to be missing,125
师范,shīfàn,normal,125
师长,shīzhǎng,teacher,125
师资,shīzī,qualified teacher,125
狮子,shīzi,lion,125
施工,shīgōng,n. construction; v. to carry out construction,125
施加,shījiā,to exert (effort or pressure),125
施行,shixíng,to implement,125
施压,shīyā,to put pressure on,125
湿度,shīdù,humidity,125
湿润,shīrùn,moist,125
十字路口,shízì lùkǒu,crossroads,125
时不时,shíbùshí,time and again,125
时段,shíduàn,period of time,125
时隔,shí gé,separated in time,125
时好时坏,shíhǎoshíhuài,"sometimes good, sometimes bad",125
时间表,shíjiānbiǎo,schedule,125
时空,shíkōng,time and space,125
时髦,shímáo,fashionable,126
时尚,shíshàng,fashionable,126
时速,shísù,speed per hour,126
识别,shíbié,to identify,126
实地,shídì,on the spot,126
实话,shíhuà,truth,126
实话实说,shíhuàshíshuō,to speak frankly; to tell it like it is,126
实况,shíkuàng,the real situation; actual events,126
实事求是,shíshìqiúshì,to seek truth from facts,126
实体,shítǐ,entity,126
实物,shíwù,physical object,126
实质,shízhì,substance,126
食宿,shísù,board and lodging,126
食用,shíyòng,to be edible,126
史无前例,shǐwúqiánlì,unprecedented,126
使唤,shǐhuan,to order sb about,126
使命,shǐmìng,mission,126
使者,shǐzhě,messenger,126
士气,shìqì,morale,126
示威,shìwēi,to demonstrate,126
示意,shìyì,to signal,126
世代,shìdài,from generation to generation,126
世故,shìgu,worldly-wise,126
世界级,shìjiè jí,world-class,126
世袭,shìxí,to be hereditary; to obtain by inheritance,126
市场经济,shìchǎng jīngjì,market economy,126
势必,shìbì,inevitably,126
势不可当,shìbùkědāng,unstoppable,126
势头,shìtou,momentum,126
事迹,shìjì,deed,126
事态,shìtài,situation,127
事务,shìwù,affairs,127
事务所,shìwùsuǒ,office,127
事项,shìxiàng,matter,127
事宜,shìyí,matters; arrangements,127
侍候,shìhòu,to serve; to wait on,127
试探,shìtan,to sound out,127
试行,shìxíng,to test out,127
试用,shìyòng,to try out,127
试用期,shìyòngqī,probation,127
视察,shìchá,to inspect,127
视角,shìjiǎo,perspective,127
视觉,shìjué,vision; sense of sight,127
视力,shìlì,vision; eyesight,127
视线,shìxiàn,line of vision,127
视野,shìyě,field of vision,127
柿子,shìzi,persimmon,127
是非,shìfēi,right and wrong,127
适度,shìdù,appropriate,127
适量,shìliàng,of the appropriate amount,127
适时,shìshí,in a timely manner,127
适宜,shìyí,suitable,127
逝世,shìshì,to perish,127
释放,shìfàng,to set free,127
嗜好,shìhào,hobby,127
收复,shōufù,to recover,127
收据,shōujù,receipt,127
收敛,shōuliǎn,to vanish; to exercise restraint,127
收留,shōuliú,to take someone in; to offer shelter,127
收买,shōumǎi,to buy,127
收视率,shōushìlǜ,audience rating,128
收缩,shōusuō,to shrink,128
收支,shōuzhī,income and expenditure,128
手臂,shǒubì,arm,128
手册,shǒucè,manual,128
手v,shǒudòng,manual,128
手脚,shǒujiǎo,hands and feet,128
手帕,shǒupà,handkerchief,128
手枪,shǒuqiāng,pistol,128
手势,shǒushì,gesture,128
手术室,shǒushùshì,operating room,128
手头,shǒutóu,at hand,128
手腕,shǒuwàn,wrist,128
手艺,shǒuyì,craft; trade,128
手掌,shǒuzhǎng,palm,128
守候,shǒouhòu,take care of someone,128
守护,shǒuhù,to keep watch; to wait for,128
守株待兔,shǒuzhūdàitù,waiting for a windfall,128
首创,shǒuchuàng,to initiate,128
首府,shǒufǔ,capital (of an autonomous region or prefecture),128
首批,shǒupī,first batch,128
首饰,shǒu∙shì,jewelry,128
首要,shǒuyào,of chief importance,128
寿命,shòumìng,life,128
受过,shòuguò,to take the blame for,128
受害,shòuhài,to be injured,128
受害人,shòuhàirén,victim,128
受贿,shòuhuì,to accept bribes,128
受惊,shòujīng,to be startled,128
受苦,shòukǔ,to suffer,128
受理,shòulǐ,to accept (a case or business),129
受骗,shòupiàn,to be deceived,129
受益,shòuyì,to benefit,129
授权,shòuquán,to authorize,129
授予,shòuyǔ,to award; to confer,129
售价,shòujià,price,129
售票,shòupiào,to sell tickets,129
书橱,shūchú,bookcase; book cabinet,129
书籍,shūjí,books,129
书记,shūjì,secretary,129
书面,shūmiàn,written,129
书写,shūxiě,to write,129
抒情,shūqíng,to express one's emotion,129
枢纽,shūniǔ,hub,129
梳,shū,to comb,129
梳理,shūlǐ,to sort out,129
梳子,shūzi,comb,129
舒畅,shūchàng,happy; free from worry,129
疏导,shūdǎo,to dredge,129
疏忽,shūhu,to neglect; to slip up,129
疏散,shūsàn,adj. dispersed; v. to evacuate,129
疏通,shūtōng,to dredge; to clear the way; to mediate,129
输家,shūjiā,loser,129
输送,shūsòng,to deliver,129
输血,shūxuè,to give a blood transfusion,129
输液,shūyè,to give an infusion,129
赎,shú,to redeem,129
暑期,shǔqī,summer vacation time,129
属性,shǔxìng,attributes,129
曙光,shǔguāng,dawn,129
束缚,shùfù,to bind; to fetter,130
树立,shùlì,to establish,130
树木,shùmù,trees,130
树梢,shùshāo,the tip of a tree; tree top,130
树荫,shùyīn,shade of a tree,130
树枝,shùzhī,branches,130
竖,shù,v. to erect; adj. vertical,130
数额,shù'é,amount,130
数据库,shùjùkù,database,130
刷新,shuāxīn,to refresh,130
耍,shuǎ,to play,130
耍赖,shuǎlài,to act shamelessly,130
衰减,shuāijiǎn,to attenuate; to weaken,130
衰竭,shuāijié,to fail (of bodily organs),130
衰老,shuāilǎo,old and feeble; decrepit,130
衰弱,shuāiruò,weak,130
衰退,shuāituì,to decline,130
摔跤,shuāijiāo,n. wrestling; v. to trip and fall,130
甩,shuǎi,to shake,130
率,shuài,to lead,130
拴,shuān,to tie,130
涮,shuàn,to rinse,130
双胞胎,shuāngbāotāi,twins,130
双边,shuāngbiān,bilateral,130
双重,shuāngchóng,double,130
双向,shuāngxiàng,two-way,130
双赢,shuāngyíng,to be a win-win,130
霜,shuāng,frost,130
爽快,shuǎngkuai,refreshed; frank; with alacrity,130
水槽,shuǐcáo,gutter,130
水稻,shuǐdào,rice paddy,131
水管,shuǐguǎn,water pipe,131
水壶,shuǐhú,kettle,131
水货,shuǐhuò,smuggled goods,131
水晶,shuǐjīng,crystal,131
水利,shuǐlì,water conservancy,131
水灵灵,shuǐlínglíng,fresh; full of life; lustrous,131
水龙头,shuǐlóngtóu,faucet,131
水落石出,shuǐluòshíchū,the truth is revealed,131
水面,shuǐmiàn,water surface,131
水手,shuǐshǒu,sailor,131
水温,shuǐwēn,water temperature,131
水域,shuǐyù,waters,131
水源,shuǐyuán,water source,131
水涨船高,shuǐzhǎngchuángā,to change with the overall trend,131
水准,shuǐzhǔn,level,131
税收,shuìshōu,tax revenue,131
税务,shuìwù,tax administration,131
睡袋,shuìdài,sleeping bag,131
顺便,shùnbiàn,by the way,131
顺差,shùnchā,surplus,131
顺畅,shùnchàng,smooth,131
顺从,shùncóng,to obey,131
顺理成章,shùnlǐchéngzhāng,logical,131
顺路,shùnlù,adj. by the way; adv. on the way,131
顺其自然,shùnqízìrán,naturally; let nature take its course,131
顺势,shùnshì,to take advantage of an opportunity (as provided by an opponent's reckless move),131
顺手,shùnshǒu,adj. smooth; adv. smoothly,131
顺心,shùnxīn,adj. satisfactory; v. to satisfy someone,131
顺应,shùnyìng,to conform to,132
顺着,shùnzhe,following; along,132
瞬间,shùnjiān,moment; instant,132
说白了,shuōbáile,to be honest; to speak frankly,132
说不上,shuōbushàng,cannot say; not worth mentioning,132
说到底,shuōdàodǐ,in the end,132
说道,shuōdao,v. to say; n. the reason (behind something),132
说干就干,shuō gàn jiù gàn,Just do it.,132
说谎,shuōhuǎng,to tell lies,132
说老实话,shuō lǎoshi huà,to be honest; to be frank,132
说起来,shuō∙qǐ∙lái,to bring up (a subject); speaking of,132
说情,shuōqíng,to intercede; to plead for mercy,132
说闲话,shuō xiánhuà,to gossip,132
说真的,shuō zhēnde,honestly; in fact,132
硕果,shuòguǒ,major achievement; triumphant success,132
司法,sīfǎ,to exercise jurisdiction,132
司空见惯,sīkōngjiànguàn,a common occurrence,132
司令,sīlìng,commander,132
丝,sī,silk,132
丝绸,sīchóu,silk,132
丝毫,sīháo,in the slightest,132
私房钱,sī∙fángqián,private savings; secret stash of money,132
私家车,sījiāchē,private car,132
私立,sīlì,v. to run or own privately; adj. privately owned,132
私事,sīshì,private affairs,132
私下,sīxià,n. one's personal life; adv. in private,132
私营,sīyíng,privately owned; privately operated,132
私有,sīyǒu,privately owned,132
私自,sīzì,privately,132
思路,sīlù,thread of thought,132
思念,sīniàn,to miss,133
思前想后,sīqiánxiǎnghòu,to think about over and over again; to turn over in one's mind,133
思索,sīsuǒ,to think deeply,133
撕,sī,to tear,133
死心,sǐxīn,to drop the matter,133
死心塌地,sǐxīntādì,to be dead set on; to be hell bent,133
四合院,sìhéyuàn,courtyard,133
四季,sìjì,four seasons,133
四面八方,sìmiànbāfāng,in all directions,133
寺庙,sìmiào,temple,133
似曾相识,sìcéngxiāngshí,seem to have met before,133
似是而非,sìshìérfēi,seemingly right but actually wrong; specious,133
伺机,sìjī,to wait for an opportunity,133
饲料,sìliào,feed; fodder,133
饲养,sìyǎng,to rear; to breed,133
松绑,sōngbǎng,to loosen (restrictions); to untie; to unfetter,133
松弛,sōngchí,relaxed; lax,133
耸立,sǒnglì,to stand tall; to tower over,133
送别,sòngbié,farewell,133
搜査,sōuchá,to search,133
搜集,sōují,to collect,133
搜救,sōujiù,to search for and rescue,133
搜寻,sōuxún,to search for,133
艘,sōu,measure word for ships,133
苏醒,sūxǐng,to revive; to regain consciousness,133
酥,sū,crispy,133
俗,sú,vulgar; common,133
俗话,súhuà,common saying; proverb,133
俗话说,súhuà shuō,As they say…,133
俗语,súyǔ,common saying; adage,134
诉苦,sùkǔ,to complain,134
诉说,sùshuō,to tell,134
诉讼,sùsòng,to litigate,134
素,sù,adj. white; vegetarian; n. vegetarian; essence,134
素不相识,sùbùxiāngshí,to have never met,134
素材,sùcái,material,134
素描,sùmiáo,sketch,134
素食,sùshí,vegetarian diet,134
素养,sùyǎng,personal accomplishment,134
塑造,sùzào,to mold; to portray,134
蒜,suàn,garlic,134
算计,suàn∙jì,to calculate,134
算盘,suàn∙pán,abacus,134
算账,suànzhàng,to settle accounts; to balance the books; to get even with sb.,134
虽说,suīshuō,although,134
随处可见,suíchù kě jiàn,can be seen everywhere,134
随大溜,suí dàliù,to follow suit,134
随机,suíjī,random,134
随即,suíjí,immediately,134
随身,suíshēn,portable,134
随时随地,suíshísuídì,"anytime, anywhere",134
随心所欲,suíxīnsuǒyù,to do as one pleases,134
遂心,suìxīn,to one's liking,134
隧道,suìdào,tunnel,134
损,sǔn,to damage,134
损坏,sǔnhuài,to damage,134
损人利己,sǔnrénlìjǐ,to benefit oneself at the expense of others,134
损伤,sǔnshāng,to damage; to injure,134
缩,suō,to shrink,135
缩水,suōshuǐ,to shrink in water,135
缩影,suōyǐng,miniature,135
所属,suǒshǔ,belonging to,135
所谓,suǒwèi,so-called,135
所作所为,suǒzuòsuǒwéi,deeds; conduct,135
索赔,suǒpéi,to claim damages,135
索取,suǒqǔ,to demand; to extort,135
索性,suǒxìng,simply,135
锁定,suǒdìng,to lock onto; to lock into place,135
他人,tārén,others,135
塌,tā,to collapse,135
踏上,tàshang,to set foot on,135
胎,tāi,n. fetal; measure word for newborns,135
胎儿,tāi'ér,fetus,135
台球,táiqiú,billiards,135
太极,tàijí,Tai Chi,135
太极拳,tàijíquán,Tai Chi,135
太平,tàipíng,peace,135
泰斗,tàidǒu,distinguished figure; revered authority,135
贪,tān,to covet; to be corrupt,135
贪婪,tānlán,greedy,135
贪玩儿,tānwánr,to be too fond of fun and games,135
贪污,tānwū,to be corrupt,135
摊,tān,v. to spread out; n. vendor's stall; measure word for piles of things,135
瘫,tān,to be paralysed,135
瘫痪,tānhuàn,to paralyse,135
坛,tán,altar,135
谈不上,tán bu shàng,out of the question,135
谈到,tándào,to talk about,136
谈论,tánlùn,to talk about,136
谈起,tánqǐ,to speak of,136
弹性,tánxìng,elasticity,136
痰,tán,phlegm,136
坦白,tǎnbái,adj. frank; v. to admit; to own up to,136
坦诚,tǎnchéng,frank and sincere,136
坦克,tǎnkè,tank,136
坦然,tǎnrán,calm,136
坦率,tǎnshuài,frank; candid,136
毯子,tǎnzi,blanket,136
炭,tàn,carbon; charcoal,136
探,tàn,to explore; to scout,136
探测,tàncè,to survey; to take readings,136
探亲,tànqīn,to visit relatives,136
探求,tànqiú,to seek; to pursue,136
探望,tànwàng,to visit; to call on sb.,136
